Year,Country,Origin,Refugees,Asylum-seekers (pending cases),Returned refugees,Internally displaced persons (IDPs),Returned IDPs,Stateless persons,Others of concern,Total Population,Indicator,2016,2017
2010,Austria,Nigeria,228,1200,,,,,,1428,Nigeria,,['407']
2010,Austria,Nepal,35,73,,,,,,108,Nepal,,['39']
2010,Austria,Pakistan,69,494,,,,,,563,Pakistan,,['270']
2010,Austria,Peru,3,,,,,,,3,Peru,,[nan]
2010,Austria,Philippines,6,8,,,,,,14,Philippines,,['10']
2010,Austria,Poland,1,1,,,,,,2,Poland,,[nan]
2010,Austria,Dem. People's Rep. of Korea,,2,,,,,,2,Dem. People's Rep. of Korea,,[]
2010,Austria,Romania,40,47,,,,,,87,Romania,,['9']
2010,Austria,Russian Federation,17229,3870,,,,,,21099,Russian Federation,,['11301']
2010,Austria,Rwanda,54,10,,,,,,64,Rwanda,,['19']
2010,Austria,Sudan,191,88,,,,,,279,Sudan,,['298']
2010,Austria,Senegal,3,48,,,,,,51,Senegal,,['13']
2010,Austria,Sierra Leone,46,37,,,,,,83,Sierra Leone,,['26']
2010,Austria,Somalia,1093,407,,,,,,1500,Somalia,,['5671']
2010,Austria,Serbia and Kosovo (S/RES/1244 (1999)),3353,2797,,,,,,6150,Serbia and Kosovo (S/RES/1244 (1999)),,['1216']
2010,Austria,Slovakia,4,,,,,,,4,Slovakia,,[nan]
2010,Austria,Slovenia,,1,,,,,,1,Slovenia,,[]
2010,Austria,Syrian Arab Rep.,505,471,,,,,,976,Syrian Arab Rep.,,['43888']
2010,Austria,Chad,3,3,,,,,,6,Chad,,[nan]
2010,Austria,Togo,27,6,,,,,,33,Togo,,['12']
2010,Austria,Thailand,,2,,,,,,2,Thailand,,[nan]
2010,Austria,Tajikistan,44,32,,,,,,76,Tajikistan,,['166']
2010,Austria,Turkmenistan,14,1,,,,,,15,Turkmenistan,,['7']
2010,Austria,Tunisia,13,43,,,,,,56,Tunisia,,['7']
2010,Austria,Turkey,1288,1007,,,,,,2295,Turkey,,['802']
2010,Austria,Uganda,18,28,,,,,,46,Uganda,,['23']
2010,Austria,Ukraine,282,238,,,,,,520,Ukraine,,['292']
2010,Austria,United States of America,1,,,,,,,1,United States of America,,[nan]
2010,Austria,Uzbekistan,117,79,,,,,,196,Uzbekistan,,['113']
2010,Austria,Viet Nam,42,9,,,,,,51,Viet Nam,,['17']
2010,Austria,Stateless,443,278,,,,,,721,Stateless,,['2326']
2010,Austria,Various/Unknown,313,3626,,,,,,3939,Various/Unknown,,['3308']
2010,Austria,Yemen,9,2,,,,,,11,Yemen,,['163']
2010,Austria,South Africa,2,6,,,,,,8,South Africa,,[nan]
2010,Austria,Zambia,,1,,,,,,1,Zambia,,[nan]
2010,Austria,Zimbabwe,18,18,,,,,,36,Zimbabwe,,['22']
2010,Azerbaijan,Afghanistan,718,2,10,,,,,730,Afghanistan,,['587']
2010,Azerbaijan,Armenia,3,5,,,,,,8,Armenia,,[nan]
2010,Azerbaijan,Azerbaijan,,,,592860.0,,2078,,594938,Azerbaijan,,[nan]
2010,Azerbaijan,Dem. Rep. of the Congo,1,,,,,,,1,Dem. Rep. of the Congo,,[]
2010,Azerbaijan,Iran (Islamic Rep. of),104,2,,,,,,106,Iran (Islamic Rep. of),,['56']
2010,Azerbaijan,Iraq,23,,2,,,,,25,Iraq,,['8']
2010,Azerbaijan,Pakistan,3,3,,,,,,6,Pakistan,,['16']
2010,Azerbaijan,Palestinian,11,,,,,,,11,Palestinian,,[nan]
2010,Azerbaijan,Russian Federation,1028,4,19,,,,,1051,Russian Federation,,['419']
2010,Azerbaijan,Uzbekistan,,1,,,,,,1,Uzbekistan,,[nan]
2010,Burundi,Angola,,1,,,,,,1,Angola,,[nan]
2010,Burundi,Burundi,,,,157167.0,,1059,,158226,Burundi,,[nan]
2010,Burundi,Benin,6,,,,,,,6,Benin,,[nan]
2010,Burundi,Cameroon,,1,,,,,,1,Cameroon,,[]
2010,Burundi,Dem. Rep. of the Congo,28957,11563,1101,,,,,41621,Dem. Rep. of the Congo,,['61867']
2010,Burundi,Comoros,,4,,,,,,4,Comoros,,[]
2010,Burundi,Mauritania,8,,,,,,,8,Mauritania,,[]
2010,Burundi,Rwanda,366,461,2,,,,,829,Rwanda,,['422']
2010,Burundi,Somalia,17,30,,,,,,47,Somalia,,['23']
2010,Burundi,Uganda,10,2,9,,,,,21,Uganda,,['7']
2010,Burundi,Zambia,1,,,,,,,1,Zambia,,[nan]
2010,Belgium,Afghanistan,501,,,,,,,501,Afghanistan,,['3201']
2010,Belgium,Angola,117,,,,,,,117,Angola,,['91']
2010,Belgium,Albania,216,,,,,,,216,Albania,,['534']
2010,Belgium,United Arab Emirates,2,,,,,,,2,United Arab Emirates,,[nan]
2010,Belgium,Armenia,61,,,,,,,61,Armenia,,['127']
2010,Belgium,Azerbaijan,26,,,,,,,26,Azerbaijan,,['75']
2010,Belgium,Burundi,255,,,,,,,255,Burundi,,['454']
2010,Belgium,Belgium,,,,,,691,,691,Belgium,,[]
2010,Belgium,Benin,2,,,,,,,2,Benin,,['30']
2010,Belgium,Burkina Faso,24,,,,,,,24,Burkina Faso,,['76']
2010,Belgium,Bangladesh,10,,,,,,,10,Bangladesh,,['18']
2010,Belgium,Bulgaria,24,,,,,,,24,Bulgaria,,['14']
2010,Belgium,Bosnia and Herzegovina,67,,5,,,,,72,Bosnia and Herzegovina,,['50']
2010,Belgium,Belarus,76,,,,,,,76,Belarus,,['41']
2010,Belgium,Bolivia (Plurinational State of),4,,,,,,,4,Bolivia (Plurinational State of),,[nan]
2010,Belgium,Bhutan,2,,,,,,,2,Bhutan,,[nan]
2010,Belgium,Central African Rep.,18,,,,,,,18,Central African Rep.,,['41']
2010,Belgium,Chile,59,,,,,,,59,Chile,,['48']
2010,Belgium,China,441,,,,,,,441,China,,['1197']
2010,Belgium,C̫te d'Ivoire,185,,,,,,,185,C̫te d'Ivoire,,['153']
2010,Belgium,Cameroon,266,,,,,,,266,Cameroon,,['404']
2010,Belgium,Dem. Rep. of the Congo,689,,,,,,,689,Dem. Rep. of the Congo,,['1015']
2010,Belgium,Congo,31,,,,,,,31,Congo,,['31']
2010,Belgium,Colombia,33,,,,,,,33,Colombia,,['33']
2010,Belgium,Cuba,1,,,,,,,1,Cuba,,['8']
2010,Belgium,Czech Rep.,11,,,,,,,11,Czech Rep.,,['6']
2010,Belgium,Germany,3,,,,,,,3,Germany,,[nan]
2010,Belgium,Djibouti,68,,,,,,,68,Djibouti,,['267']
2010,Belgium,Dominican Rep.,1,,,,,,,1,Dominican Rep.,,[nan]
2010,Belgium,Algeria,35,,,,,,,35,Algeria,,['46']
2010,Belgium,Egypt,9,,,,,,,9,Egypt,,['50']
2010,Belgium,Eritrea,36,,,,,,,36,Eritrea,,['1000']
2010,Belgium,Spain,4,,,,,,,4,Spain,,[nan]
2010,Belgium,Estonia,3,,,,,,,3,Estonia,,[]
2010,Belgium,Ethiopia,87,,,,,,,87,Ethiopia,,['121']
2010,Belgium,Gabon,2,,,,,,,2,Gabon,,['16']
2010,Belgium,Georgia,19,,,,,,,19,Georgia,,['49']
2010,Belgium,Ghana,9,,,,,,,9,Ghana,,['36']
2010,Belgium,Guinea,979,,,,,,,979,Guinea,,['2690']
2010,Belgium,Guinea-Bissau,9,,,,,,,9,Guinea-Bissau,,['11']
2010,Belgium,Guatemala,5,,,,,,,5,Guatemala,,['6']
2010,Belgium,Croatia,8,,,,,,,8,Croatia,,['5']
2010,Belgium,Haiti,6,,,,,,,6,Haiti,,[nan]
2010,Belgium,Hungary,88,,,,,,,88,Hungary,,['49']
2010,Belgium,India,3,,,,,,,3,India,,['20']
2010,Belgium,Iran (Islamic Rep. of),341,,,,,,,341,Iran (Islamic Rep. of),,['960']
2010,Belgium,Iraq,962,,,,,,,962,Iraq,,['4000']
2010,Belgium,Israel,1,,,,,,,1,Israel,,['13']
2010,Belgium,Jordan,17,,,,,,,17,Jordan,,['24']
2010,Belgium,Kazakhstan,13,,,,,,,13,Kazakhstan,,['38']
2010,Belgium,Kenya,18,,,,,,,18,Kenya,,['22']
2010,Belgium,Kyrgyzstan,10,,,,,,,10,Kyrgyzstan,,['64']
2010,Belgium,Cambodia,13,,,,,,,13,Cambodia,,['8']
2010,Belgium,Lao People's Dem. Rep.,16,,,,,,,16,Lao People's Dem. Rep.,,['13']
2010,Belgium,Lebanon,62,,,,,,,62,Lebanon,,['99']
2010,Belgium,Liberia,21,,,,,,,21,Liberia,,['15']
2010,Belgium,Libya,10,,,,,,,10,Libya,,['60']
2010,Belgium,Sri Lanka,212,,,,,,,212,Sri Lanka,,['394']
2010,Belgium,Lithuania,17,,,,,,,17,Lithuania,,['7']
2010,Belgium,Latvia,5,,,,,,,5,Latvia,,[nan]
2010,Belgium,Morocco,16,,,,,,,16,Morocco,,['70']
2010,Belgium,Rep. of Moldova,3,,,,,,,3,Rep. of Moldova,,[nan]
2010,Belgium,The former Yugoslav Republic of Macedonia,22,,,,,,,22,The former Yugoslav Republic of Macedonia,,['113']
2010,Belgium,Mali,5,,,,,,,5,Mali,,['61']
2010,Belgium,Myanmar,11,,,,,,,11,Myanmar,,['9']
2010,Belgium,Mauritania,128,,,,,,,128,Mauritania,,['206']
2010,Belgium,Namibia,1,,,,,,,1,Namibia,,[nan]
2010,Belgium,Niger,15,,,,,,,15,Niger,,['91']
2010,Belgium,Nigeria,37,,,,,,,37,Nigeria,,['43']
2010,Belgium,Nicaragua,1,,,,,,,1,Nicaragua,,[]
2010,Belgium,Nepal,19,,,,,,,19,Nepal,,['13']
2010,Belgium,Pakistan,45,,,,,,,45,Pakistan,,['222']
2010,Belgium,Peru,4,,,,,,,4,Peru,,[nan]
2010,Belgium,Poland,274,,,,,,,274,Poland,,['154']
2010,Belgium,Dem. People's Rep. of Korea,22,,,,,,,22,Dem. People's Rep. of Korea,,['36']
2010,Belgium,Portugal,1,,,,,,,1,Portugal,,[]
2010,Belgium,Palestinian,122,,,,,,,122,Palestinian,,['117']
2010,Belgium,Romania,40,,,,,,,40,Romania,,['38']
2010,Belgium,Russian Federation,2964,,,,,,,2964,Russian Federation,,['2558']
2010,Belgium,Rwanda,981,,,,,,,981,Rwanda,,['803']
2010,Belgium,Sudan,63,,,,,,,63,Sudan,,['174']
2010,Belgium,Senegal,75,,,,,,,75,Senegal,,['435']
2010,Belgium,Sierra Leone,30,,,,,,,30,Sierra Leone,,['26']
2010,Belgium,Somalia,117,,,,,,,117,Somalia,,['1280']
2010,Belgium,Serbia and Kosovo (S/RES/1244 (1999)),1040,,,,,,,1040,Serbia and Kosovo (S/RES/1244 (1999)),,['155']
2010,Belgium,Syrian Arab Rep.,229,,,,,,,229,Syrian Arab Rep.,,['9080']
2010,Belgium,Chad,49,,,,,,,49,Chad,,['34']
2010,Belgium,Togo,123,,,,,,,123,Togo,,['176']
2010,Belgium,Tibetan,16,,,,,,,16,Tibetan,,[]
2010,Belgium,Tunisia,11,,,,,,,11,Tunisia,,['37']
2010,Belgium,Turkey,510,,,,,,,510,Turkey,,['587']
2010,Belgium,United Rep. of Tanzania,28,,,,,,,28,United Rep. of Tanzania,,['50']
2010,Belgium,Uganda,13,,,,,,,13,Uganda,,['20']
2010,Belgium,Ukraine,86,,,,,,,86,Ukraine,,['166']
2010,Belgium,Uruguay,3,,,,,,,3,Uruguay,,[nan]
2010,Belgium,Uzbekistan,33,,,,,,,33,Uzbekistan,,['32']
2010,Belgium,Viet Nam,59,,,,,,,59,Viet Nam,,['40']
2010,Belgium,Various/Unknown,4478,18288,,,,,,22766,Various/Unknown,,['7503']
2010,Belgium,Yemen,3,,,,,,,3,Yemen,,['24']
2010,Belgium,South Africa,2,,,,,,,2,South Africa,,[nan]
2010,Benin,Angola,5,,,,,,,5,Angola,,[nan]
2010,Benin,Burundi,23,1,10,,,,,34,Burundi,,['5']
2010,Benin,Burkina Faso,1,,,,,,,1,Burkina Faso,,[nan]
2010,Benin,Bosnia and Herzegovina,1,,,,,,,1,Bosnia and Herzegovina,,[]
2010,Benin,Central African Rep.,11,1,,,,,,12,Central African Rep.,,['848']
2010,Benin,C̫te d'Ivoire,57,2,9,,,,,68,C̫te d'Ivoire,,['162']
2010,Benin,Cameroon,12,1,,,,,,13,Cameroon,,[nan]
2010,Benin,Dem. Rep. of the Congo,380,35,6,,,,,421,Dem. Rep. of the Congo,,['7']
2010,Benin,Congo,271,1,1,,,,,273,Congo,,[nan]
2010,Benin,Algeria,2,,,,,,,2,Algeria,,[]
2010,Benin,Ghana,1,,,,,,,1,Ghana,,[]
2010,Benin,Guinea,7,,,,,,,7,Guinea,,[]
2010,Benin,Equatorial Guinea,11,2,,,,,,13,Equatorial Guinea,,[]
2010,Benin,Iran (Islamic Rep. of),1,,,,,,,1,Iran (Islamic Rep. of),,[]
2010,Benin,Iraq,6,,,,,,,6,Iraq,,[nan]
2010,Benin,Liberia,3,,,,,,,3,Liberia,,[nan]
2010,Benin,Sri Lanka,,1,,,,,,1,Sri Lanka,,['7']
2010,Benin,Niger,1,3,,,,,,4,Niger,,[]
2010,Benin,Nigeria,63,,,,,,,63,Nigeria,,[nan]
2010,Benin,Rwanda,141,8,,,,,,149,Rwanda,,[nan]
2010,Benin,Sudan,8,4,,,,,,12,Sudan,,[nan]
2010,Benin,Somalia,4,1,,,,,,5,Somalia,,[nan]
2010,Benin,Syrian Arab Rep.,1,,,,,,,1,Syrian Arab Rep.,,['7']
2010,Benin,Chad,214,6,1,,,,,221,Chad,,[nan]
2010,Benin,Togo,5912,35,20,,,,,5967,Togo,,[nan]
2010,Benin,Viet Nam,3,,,,,,,3,Viet Nam,,[]
2010,Bonaire,Eritrea,,1,,,,,,1,Eritrea,,[]
2010,Burkina Faso,Angola,,2,,,,,,2,Angola,,[]
2010,Burkina Faso,Burundi,61,44,,,,,,105,Burundi,,['30']
2010,Burkina Faso,Central African Rep.,2,24,,,,,,26,Central African Rep.,,['167']
2010,Burkina Faso,C̫te d'Ivoire,21,98,,,,,,119,C̫te d'Ivoire,,[nan]
2010,Burkina Faso,Cameroon,8,21,,,,,,29,Cameroon,,['6']
2010,Burkina Faso,Dem. Rep. of the Congo,42,52,8,,,,,102,Dem. Rep. of the Congo,,['33']
2010,Burkina Faso,Congo,98,67,,,,,,165,Congo,,['26']
2010,Burkina Faso,Algeria,,3,,,,,,3,Algeria,,[]
2010,Burkina Faso,Ghana,2,,,,,,,2,Ghana,,[]
2010,Burkina Faso,Guinea,3,4,,,,,,7,Guinea,,[]
2010,Burkina Faso,Sri Lanka,,3,,,,,,3,Sri Lanka,,[]
2010,Burkina Faso,Mali,3,1,,,,,,4,Mali,,['23766']
2010,Burkina Faso,Mauritania,1,,,,,,,1,Mauritania,,[]
2010,Burkina Faso,Niger,,9,,,,,,9,Niger,,[]
2010,Burkina Faso,Nigeria,,20,,,,,,20,Nigeria,,[]
2010,Burkina Faso,Rwanda,77,28,,,,,,105,Rwanda,,['23']
2010,Burkina Faso,Sudan,6,2,,,,,,8,Sudan,,[]
2010,Burkina Faso,Senegal,,1,,,,,,1,Senegal,,[]
2010,Burkina Faso,Chad,170,85,1,,,,,256,Chad,,['82']
2010,Burkina Faso,Togo,32,70,,,,,,102,Togo,,['14']
2010,Burkina Faso,Viet Nam,5,,,,,,,5,Viet Nam,,[]
2010,Bangladesh,Iran (Islamic Rep. of),4,,,,,,,4,Iran (Islamic Rep. of),,[nan]
2010,Bangladesh,Iraq,3,,,,,,,3,Iraq,,[nan]
2010,Bangladesh,Sri Lanka,3,,,,,,,3,Sri Lanka,,[]
2010,Bangladesh,Myanmar,229226,,,,,,,229226,Myanmar,,['932204']
2010,Bangladesh,Palestinian,2,,,,,,,2,Palestinian,,[nan]
2010,Bangladesh,Somalia,15,,,,,,,15,Somalia,,['5']
2010,Bulgaria,Afghanistan,2048,402,,,,,,2450,Afghanistan,,['169']
2010,Bulgaria,Angola,5,,,,,,,5,Angola,,[]
2010,Bulgaria,Albania,10,,,,,,,10,Albania,,[]
2010,Bulgaria,Armenia,32,26,,,,,,58,Armenia,,['15']
2010,Bulgaria,Azerbaijan,3,17,,,,,,20,Azerbaijan,,[nan]
2010,Bulgaria,Burundi,3,2,,,,,,5,Burundi,,[nan]
2010,Bulgaria,Benin,2,,,,,,,2,Benin,,[]
2010,Bulgaria,Burkina Faso,,1,,,,,,1,Burkina Faso,,[nan]
2010,Bulgaria,Bangladesh,15,7,,,,,,22,Bangladesh,,['8']
2010,Bulgaria,Bahrain,,1,,,,,,1,Bahrain,,[]
2010,Bulgaria,Bosnia and Herzegovina,35,1,,,,,,36,Bosnia and Herzegovina,,[]
2010,Bulgaria,Belarus,2,1,,,,,,3,Belarus,,[nan]
2010,Bulgaria,China,,4,,,,,,4,China,,[nan]
2010,Bulgaria,C̫te d'Ivoire,2,,,,,,,2,C̫te d'Ivoire,,[nan]
2010,Bulgaria,Cameroon,5,1,,,,,,6,Cameroon,,[nan]
2010,Bulgaria,Dem. Rep. of the Congo,33,7,,,,,,40,Dem. Rep. of the Congo,,[nan]
2010,Bulgaria,Congo,26,4,,,,,,30,Congo,,['8']
2010,Bulgaria,Colombia,,1,,,,,,1,Colombia,,[]
2010,Bulgaria,Comoros,,2,,,,,,2,Comoros,,[]
2010,Bulgaria,Cuba,6,2,,,,,,8,Cuba,,[nan]
2010,Bulgaria,Algeria,21,,,,,,,21,Algeria,,[nan]
2010,Bulgaria,Egypt,4,1,,,,,,5,Egypt,,['8']
2010,Bulgaria,Eritrea,10,2,,,,,,12,Eritrea,,[nan]
2010,Bulgaria,Ethiopia,60,3,,,,,,63,Ethiopia,,['13']
2010,Bulgaria,Georgia,3,10,,,,,,13,Georgia,,[nan]
2010,Bulgaria,Ghana,1,1,,,,,,2,Ghana,,[nan]
2010,Bulgaria,Guinea,2,3,,,,,,5,Guinea,,[nan]
2010,Bulgaria,Gambia,,2,,,,,,2,Gambia,,[nan]
2010,Bulgaria,India,2,23,,,,,,25,India,,[nan]
2010,Bulgaria,Iran (Islamic Rep. of),244,4,,,,,,248,Iran (Islamic Rep. of),,['60']
2010,Bulgaria,Iraq,1990,559,,,,,,2549,Iraq,,['1221']
2010,Bulgaria,Jordan,3,2,,,,,,5,Jordan,,['7']
2010,Bulgaria,Kyrgyzstan,,6,,,,,,6,Kyrgyzstan,,[nan]
2010,Bulgaria,Lebanon,28,10,,,,,,38,Lebanon,,['23']
2010,Bulgaria,Liberia,12,,,,,,,12,Liberia,,[nan]
2010,Bulgaria,Libya,1,,,,,,,1,Libya,,[nan]
2010,Bulgaria,Sri Lanka,4,18,,,,,,22,Sri Lanka,,[nan]
2010,Bulgaria,Lithuania,,1,,,,,,1,Lithuania,,[]
2010,Bulgaria,Morocco,,8,,,,,,8,Morocco,,[nan]
2010,Bulgaria,Rep. of Moldova,,3,,,,,,3,Rep. of Moldova,,[]
2010,Bulgaria,The former Yugoslav Republic of Macedonia,,1,,,,,,1,The former Yugoslav Republic of Macedonia,,[]
2010,Bulgaria,Mali,1,,,,,,,1,Mali,,[nan]
2010,Bulgaria,Mongolia,,5,,,,,,5,Mongolia,,[]
2010,Bulgaria,Mauritania,,6,,,,,,6,Mauritania,,[]
2010,Bulgaria,Malaysia,,1,,,,,,1,Malaysia,,[]
2010,Bulgaria,Nigeria,10,4,,,,,,14,Nigeria,,[nan]
2010,Bulgaria,Nepal,2,,,,,,,2,Nepal,,[nan]
2010,Bulgaria,Pakistan,1,46,,,,,,47,Pakistan,,['12']
2010,Bulgaria,Peru,,1,,,,,,1,Peru,,[]
2010,Bulgaria,Russian Federation,8,18,,,,,,26,Russian Federation,,[nan]
2010,Bulgaria,Rwanda,3,,,,,,,3,Rwanda,,[nan]
2010,Bulgaria,Sudan,186,14,,,,,,200,Sudan,,['16']
2010,Bulgaria,Senegal,1,1,,,,,,2,Senegal,,[]
2010,Bulgaria,Sierra Leone,12,8,,,,,,20,Sierra Leone,,[]
2010,Bulgaria,Somalia,129,11,,,,,,140,Somalia,,['50']
2010,Bulgaria,Serbia and Kosovo (S/RES/1244 (1999)),118,22,,,,,,140,Serbia and Kosovo (S/RES/1244 (1999)),,[nan]
2010,Bulgaria,Syrian Arab Rep.,95,30,,,,,,125,Syrian Arab Rep.,,['16549']
2010,Bulgaria,Chad,,1,,,,,,1,Chad,,[]
2010,Bulgaria,Tajikistan,,2,,,,,,2,Tajikistan,,[]
2010,Bulgaria,Turkmenistan,1,2,,,,,,3,Turkmenistan,,[]
2010,Bulgaria,Tunisia,12,2,,,,,,14,Tunisia,,[nan]
2010,Bulgaria,Turkey,97,,,,,,,97,Turkey,,['12']
2010,Bulgaria,United Rep. of Tanzania,4,,,,,,,4,United Rep. of Tanzania,,[nan]
2010,Bulgaria,Uganda,1,,,,,,,1,Uganda,,[nan]
2010,Bulgaria,Ukraine,,8,,,,,,8,Ukraine,,[nan]
2010,Bulgaria,Uzbekistan,,4,,,,,,4,Uzbekistan,,[]
2010,Bulgaria,Stateless,232,81,,,,,,313,Stateless,,['959']
2010,Bulgaria,Various/Unknown,,5,,,,,,5,Various/Unknown,,[]
2010,Bulgaria,Yemen,2,3,,,,,,5,Yemen,,['11']
2010,Bulgaria,South Africa,,1,,,,,,1,South Africa,,[]
2010,Bulgaria,Zambia,1,,,,,,,1,Zambia,,[nan]
2010,Bulgaria,Zimbabwe,2,,,,,,,2,Zimbabwe,,[nan]
2010,Bahrain,Egypt,,2,,,,,,2,Egypt,,[nan]
2010,Bahrain,Ethiopia,,1,,,,,,1,Ethiopia,,[]
2010,Bahrain,Iraq,165,66,,,,,,231,Iraq,,['246']
2010,Bahamas,Cuba,27,1,,,,,,28,Cuba,,['8']
2010,Bahamas,Haiti,,8,,,,,,8,Haiti,,[nan]
2010,Bahamas,Nigeria,1,,,,,,,1,Nigeria,,[nan]
2010,Bosnia and Herzegovina,Afghanistan,,11,,,,,,11,Afghanistan,,[nan]
2010,Bosnia and Herzegovina,Bosnia and Herzegovina,,,,113365.0,277.0,5000,52713,171355,Bosnia and Herzegovina,,[nan]
2010,Bosnia and Herzegovina,China,,1,,,,,,1,China,,[]
2010,Bosnia and Herzegovina,Cameroon,,3,,,,,,3,Cameroon,,[nan]
2010,Bosnia and Herzegovina,Algeria,1,2,,,,,,3,Algeria,,[nan]
2010,Bosnia and Herzegovina,Ethiopia,,3,,,,,,3,Ethiopia,,[]
2010,Bosnia and Herzegovina,France,,1,,,,,,1,France,,[]
2010,Bosnia and Herzegovina,Croatia,6836,,397,,,,,7233,Croatia,,['5120']
2010,Bosnia and Herzegovina,Haiti,,1,,,,,,1,Haiti,,[]
2010,Bosnia and Herzegovina,Iran (Islamic Rep. of),,3,,,,,,3,Iran (Islamic Rep. of),,[nan]
2010,Bosnia and Herzegovina,Iraq,,3,,,,,,3,Iraq,,[nan]
2010,Bosnia and Herzegovina,Sri Lanka,1,,,,,,,1,Sri Lanka,,[]
2010,Bosnia and Herzegovina,Rep. of Moldova,3,,,,,,,3,Rep. of Moldova,,[nan]
2010,Bosnia and Herzegovina,The former Yugoslav Republic of Macedonia,4,1,,,,,,5,The former Yugoslav Republic of Macedonia,,[nan]
2010,Bosnia and Herzegovina,Montenegro,1,1,,,,,,2,Montenegro,,[nan]
2010,Bosnia and Herzegovina,Nigeria,,1,,,,,,1,Nigeria,,[]
2010,Bosnia and Herzegovina,Pakistan,,1,,,,,,1,Pakistan,,[nan]
2010,Bosnia and Herzegovina,Palestinian,4,,,,,,,4,Palestinian,,[nan]
2010,Bosnia and Herzegovina,Russian Federation,,1,,,,,,1,Russian Federation,,[nan]
2010,Bosnia and Herzegovina,Saudi Arabia,1,,,,,,,1,Saudi Arabia,,[nan]
2010,Bosnia and Herzegovina,Serbia and Kosovo (S/RES/1244 (1999)),163,118,38,,,,,319,Serbia and Kosovo (S/RES/1244 (1999)),,['69']
2010,Bosnia and Herzegovina,Syrian Arab Rep.,1,2,,,,,,3,Syrian Arab Rep.,,['15']
2010,Bosnia and Herzegovina,Tunisia,1,,,,,,,1,Tunisia,,[nan]
2010,Belarus,Afghanistan,417,55,,,,,,472,Afghanistan,,['209']
2010,Belarus,Armenia,3,,,,,,,3,Armenia,,[nan]
2010,Belarus,Azerbaijan,25,,,,,,,25,Azerbaijan,,['5']
2010,Belarus,Belarus,,,,,,7731,,7731,Belarus,,[]
2010,Belarus,Ethiopia,10,,,,,,,10,Ethiopia,,['5']
2010,Belarus,Georgia,96,7,3,,,,,106,Georgia,,['59']
2010,Belarus,India,1,,,,,,,1,India,,[]
2010,Belarus,Iran (Islamic Rep. of),14,,,,,,,14,Iran (Islamic Rep. of),,['5']
2010,Belarus,Iraq,1,,,,,,,1,Iraq,,['13']
2010,Belarus,Liberia,1,,,,,,,1,Liberia,,[nan]
2010,Belarus,Palestinian,5,,,,,,,5,Palestinian,,[nan]
2010,Belarus,Russian Federation,,1,,,,,,1,Russian Federation,,[nan]
2010,Belarus,Rwanda,1,,,,,,,1,Rwanda,,[nan]
2010,Belarus,Tajikistan,15,,,,,,,15,Tajikistan,,['12']
2010,Belarus,Ukraine,,1,,,,,,1,Ukraine,,['1694']
2010,Belarus,Uzbekistan,,1,,,,,,1,Uzbekistan,,[]
2010,Belarus,Stateless,,1,,,,,,1,Stateless,,[nan]
2010,Belize,Guatemala,,4,,,,,,4,Guatemala,,[nan]
2010,Belize,Honduras,,4,,,,,,4,Honduras,,[nan]
2010,Belize,Nepal,,1,,,,,,1,Nepal,,[]
2010,Belize,El Salvador,134,21,2,,,,,157,El Salvador,,[nan]
2010,Bolivia (Plurinational State of),Angola,1,,,,,,,1,Angola,,[nan]
2010,Bolivia (Plurinational State of),Chile,8,,,,,,,8,Chile,,['8']
2010,Bolivia (Plurinational State of),Cameroon,1,,,,,,,1,Cameroon,,[nan]
2010,Bolivia (Plurinational State of),Congo,1,,,,,,,1,Congo,,[nan]
2010,Bolivia (Plurinational State of),Colombia,127,33,2,,,,,162,Colombia,,['195']
2010,Bolivia (Plurinational State of),Cuba,9,,,,,,,9,Cuba,,['9']
2010,Bolivia (Plurinational State of),Ecuador,2,,,,,,,2,Ecuador,,[nan]
2010,Bolivia (Plurinational State of),Ethiopia,2,,,,,,,2,Ethiopia,,[nan]
2010,Bolivia (Plurinational State of),Ghana,1,,,,,,,1,Ghana,,[nan]
2010,Bolivia (Plurinational State of),Honduras,1,3,,,,,,4,Honduras,,[nan]
2010,Bolivia (Plurinational State of),Iraq,16,,,,,,,16,Iraq,,['16']
2010,Bolivia (Plurinational State of),Israel,1,,,,,,,1,Israel,,[nan]
2010,Bolivia (Plurinational State of),Peru,515,3,1,,,,,519,Peru,,['515']
2010,Bolivia (Plurinational State of),Portugal,1,,,,,,,1,Portugal,,[nan]
2010,Bolivia (Plurinational State of),Russian Federation,5,,,,,,,5,Russian Federation,,['5']
2010,Bolivia (Plurinational State of),Serbia and Kosovo (S/RES/1244 (1999)),1,,,,,,,1,Serbia and Kosovo (S/RES/1244 (1999)),,[nan]
2010,Bolivia (Plurinational State of),Slovakia,1,,,,,,,1,Slovakia,,[]
2010,Bolivia (Plurinational State of),Syrian Arab Rep.,,2,,,,,,2,Syrian Arab Rep.,,['13']
2010,Bolivia (Plurinational State of),Ukraine,1,,,,,,,1,Ukraine,,[nan]
2010,Bolivia (Plurinational State of),Venezuela (Bolivarian Republic of),1,,,,,,,1,Venezuela (Bolivarian Republic of),,[nan]
2010,Brazil,Afghanistan,22,1,,,,,,23,Afghanistan,,['99']
2010,Brazil,Angola,1686,17,1,,,,,1704,Angola,,['1112']
2010,Brazil,Argentina,11,,,,,,,11,Argentina,,['11']
2010,Brazil,Armenia,3,,,,,,,3,Armenia,,[nan]
2010,Brazil,Burundi,33,2,,,,,,35,Burundi,,['39']
